World Ranking;Germany Ranking;University Name;Course Type;City;Course Name;Course Germany Ranking;Teaching language;Tution Fee (Per semester);Beginning Semester;Duration;Go to course website;Submit application to
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Bachelor's degree;Duisburg;Mechanical Engineering;20  (For Mechanical Engineering);German,English;none;Winter;6 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=64"" title=""Mechanical Engineering"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://my.uni-assist.de/?lang=en"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Master's degree;Duisburg;Mechanical Engineering;20  (For Mechanical Engineering);German,English;none;Winter, Summer;4 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=65"" title=""Mechanical Engineering"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://campus.uni-due.de/wartung/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Bachelor's degree;Duisburg;Metallurgy and Metal Forming;30 ( METALLURGY  ENGINEERING);German,English;none;Winter;6 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=74"" title=""Metallurgy and Metal Forming"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://my.uni-assist.de/?lang=en"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Master's degree;;Metallurgy and Metal Forming;30 ( METALLURGY  ENGINEERING);German,English;none;Winter, Summer;4 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=75"" title=""Metallurgy and Metal Forming"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-due.de/studierendensekretariat/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Master's degree;;Master of Arts in Modern East Asian Studies (MA MEAS);;English;none;Winter;2 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=76"" title=""Master of Arts in Modern East Asian Studies (MA MEAS)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-due.de/in-east/study_programs/ma_meas/prospective_students.php#procedure"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
388;33;"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ";Master's degree;Duisburg;Master of Arts in Modern East Asian Studies (MA MEAS);;English;;Winter;4 semesters;"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=76"" title=""Master of Arts in Modern East Asian Studies (MA MEAS)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-due.de/international/bewerbung.php#bewerbung"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
486;41;"<a href=""https://howtoabroad.com/goethe-university-of-frankfurt/"" title=""Goethe University Frankfurt"" target=""_blank"" rel=""noopener"">Goethe University Frankfurt</a>";Master's degree;;Master of Science with Tracks in Accounting, Quantitative Economics, Quantitative Finance and Quantitative Marketing (MSQ);1 (For Accounting), 1 (For Finance), 8 (For Marketing);English;none;Winter;4 semesters;"<a href=""https://www.uni-frankfurt.de/35791940"" title=""Master of Science with Tracks in Accounting, Quantitative Economics, Quantitative Finance and Quantitative Marketing (MSQ)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://gsefm.eu/applicants/requirements-and-deadlines.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
486;41;"<a href=""https://howtoabroad.com/goethe-university-of-frankfurt/"" title=""Goethe University Frankfurt"" target=""_blank"" rel=""noopener"">Goethe University Frankfurt</a>";Master's degree;;Master's in Modern East Asian Studies (MEAS);;English;none;Winter;4 semesters;"<a href=""https://www.uni-frankfurt.de/43866738/meas"" title=""Master's in Modern East Asian Studies (MEAS)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-assist.de/en/#c3086"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
486;41;"<a href=""https://howtoabroad.com/goethe-university-of-frankfurt/"" title=""Goethe University Frankfurt"" target=""_blank"" rel=""noopener"">Goethe University Frankfurt</a>";Master's degree;;Science and Technology Studies – Economies, Governance, Life;;English;none;Winter;4 semesters;"<a href=""https://www.uni-frankfurt.de/66719699"" title=""Science and Technology Studies – Economies, Governance, Life"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.uni-frankfurt.de/35791924?"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
347;29;"<a href=""https://howtoabroad.com/justus-liebig-university-giessen/"" title=""Justus Liebig University Giessen"" target=""_blank"" rel=""noopener"">Justus Liebig University Giessen</a>";PhD / Doctorate;;International PhD Programme for Agricultural Economics, Bioeconomy and Rural Development (IPPAE);9 (For Agricultural Economics);English;;Winter semester;6 semesters;"<a href=""https://www.uni-giessen.de/faculties/f09/institutes/agri/policy/teaching/ippae"" title=""International PhD Programme for Agricultural Economics, Bioeconomy and Rural Development (IPPAE)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-giessen.de/faculties/f09/institutes/agri/policy/teaching/ippae/howapply"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
347;29;"<a href=""https://howtoabroad.com/justus-liebig-university-giessen/"" title=""Justus Liebig University Giessen"" target=""_blank"" rel=""noopener"">Justus Liebig University Giessen</a>";PhD / Doctorate;;PhD Programme of the Faculties of Veterinary Medicine and Medicine;4 (For Veterinary);English;;Winter semester;6 semesters;"<a href=""https://www.uni-giessen.de/fbz/fb11/forschung/promotion/phd/about"" title=""PhD Programme of the Faculties of Veterinary Medicine and Medicine"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-giessen.de/fbz/fb11/forschung/promotion/phd/admission_text"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
347;29;"<a href=""https://howtoabroad.com/justus-liebig-university-giessen/"" title=""Justus Liebig University Giessen"" target=""_blank"" rel=""noopener"">Justus Liebig University Giessen</a>";Master's degree;;Master in German Law (LLM);24 (For Law);German,English;none;Winter, Summer;2 semesters;"<a href=""https://www.uni-giessen.de/studium/bewerbung/ergaenzung_aufbau/magisterlegum"" title=""Master in German Law (LLM)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://my.uni-assist.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;TIF — Tropical and International Forestry (MSc);1 (For Forestry);English;none;Winter;4 semesters;"<a href=""https://www.uni-goettingen.de/de/616875.html"" title=""TIF — Tropical and International Forestry (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/de/m.sc.+forest+and+ecosystem+sciences+%28start+winter+term+2020%29/618783.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";PhD / Doctorate;Göttingen;IPAG - International PhD Programme in Agricultural Science;1 (For Agricultural Science);English;;Any time;6 semesters;"<a href=""https://www.uni-goettingen.de/de/international+ph.d.-programme+for+agricultural+sciences+in+g%c3%b6ttingen+%28ipag%29+/534314.html"" title=""IPAG - International PhD Programme in Agricultural Science"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/de/bewerbung+und+einschreibung/532016.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;SIA — Sustainable International Agriculture (MSc);1 (For Agricultural Science);English;none;Winter;4 semesters;"<a href=""https://www.uni-goettingen.de/en/100490.html"" title=""SIA — Sustainable International Agriculture (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/en/122863.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;Crop Protection (MSc);5 (For Biology);English;none;Winter;4 semesters;"<a href=""https://www.uni-goettingen.de/en/148939.html"" title=""Crop Protection (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/de/document/download/8521ba669ca615b3e248b17165b60104.pdf/ZZO%20MA%20CropProt%20AM2017_engl.pdf"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;Modern Indian Studies;;English;none;Winter;4 semesters;"<a href=""https://www.uni-goettingen.de/en/148960.html"" title=""Modern Indian Studies"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/en/109046.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;Development Economics (MSc);6 (For Economics);English;none;Winter, Summer;4 semesters;"<a href=""https://www.uni-goettingen.de/en/191112.html"" title=""Development Economics (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/en/application+and+admission/648484.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;Chinese Law and Comparative Law LLM/MA;7 (For Law);German,English;1.400,00;Winter;4 semesters;"<a href=""https://www.uni-goettingen.de/en/325011.html"" title=""Chinese Law and Comparative Law LLM/MA"" target=""_blank"" rel=""noopener"">Go to course website</a>";Application with the faculty*
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";PhD / Doctorate;Göttingen;GGNB Emerging Infectious Diseases - Leibniz Graduate School (PhD);5 (For Biology);English;;Any time;6 semesters;"<a href=""https://www.uni-goettingen.de/en/357100.html"" title=""GGNB Emerging Infectious Diseases - Leibniz Graduate School (PhD)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-goettingen.de/en/apply/497097.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
123;4;"<a href=""https://howtoabroad.com/university-of-gottingen/"" title=""University of Göttingen"" rel=""noopener"" target=""_blank"">University of Göttingen</a>   ";Master's degree;Göttingen;GGNB Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD);2 (For Neuroscience);English;none;Winter;2 semesters;"<a href=""https://www.uni-goettingen.de/en/36700.html"" title=""GGNB Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.gpneuro.uni-goettingen.de/content/c_application.php"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
