_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment
176,436,38,University of Rostock,<a href="https://howtoabroad.com/university-of-rostock/" title="University of Rostock" target="_blank" >University of Rostock</a>  "",Master's degree,Electrical Engineering (EE),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4594/,,,Phase 2,
13,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>,Master's degree,Air Quality Control& Solid Waste and Waste Water Process Engineering (WASTE),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3676/,,,,
101,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Computational Mechanics of Materials and Structures (COMMAS),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3785/,,,,
108,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Computer Science,,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4439/,,,,
179,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Electrical Engineering MSc,,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6926/,,,,
258,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Geomatics Engineering - GEOENGINE,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3776/,,,,
308,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Information Technology – INFOTECH,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3677/,,,,
313,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Integrated Urbanism and Sustainable Design (IUSD),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4499/,,,,
391,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,International Master's Programme Infrastructure Planning – MIP,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3786/,,,,
869,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,PHYSICS International Master of Science,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5213/,,,,
959,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Water Resources Engineering and Management (WAREM),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3678/,,,,
1142,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Master's degree,Empirical Political and Social Research (Franco-German)& MA,,German&English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3836/,,,,
1382,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",Bachelor's degree,Social Sciences (German-French)& BA,,German&French,,,,,varied,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3835/,,,,
1474,264,23,University of Stuttgart,<a href="https://howtoabroad.com/university-of-stuttgart/" title="University of Stuttgart" target="_blank" >University of Stuttgart</a>   "",PhD / Doctorate,Integrative Technologies and Architectural Design Research (ITECH),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4440/,,,,
28,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Archaeological Sciences (MSc),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4611/,,,,
31,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Astro and Particle Physics (MSc),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4748/,,,,
45,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Biochemistry (MSc),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4503/,,,,
52,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Bioinformatics (MSc),,English,,,,,"1.500,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6119/,,,,
96,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Comparative & Middle East Politics and Society (CMEPS),,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6966/,,,,
165,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Economics (MSc) with Double Degree Option: Honours BSc& Adelaide or MSc& Nottingham,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4371/,,,,
172,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Economics and Finance (MSc),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4372/,,,,
216,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,European Economics (MSc) - Double Degree with Italy or England,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4184/,,,,
283,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Graduate School of Cellular & Molecular Neuroscience,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3916/,,,,
284,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Graduate School of Neural & Behavioural Sciences,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3901/,,,,
285,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Graduate School of Neural Information Processing,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4195/,,,,
340,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,International Economics (MSc) with Double Degree Option with the University of Nottingham,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4385/,,,,
441,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Machine Learning (MSc),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5634/,,,,
446,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Management and Economics (MSc),,English,,,,,varied,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4482/,,,,
730,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Master's in Peace Research and International Relations,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6941/,,,,
731,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Master's in Public Policy and Social Change,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6942/,,,,
754,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Mathematical Physics (MSc),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4741/,,,,
788,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Medical Informatics (MSc),,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6104/,,,,
802,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Molecular Medicine (Master of Science),,English,,,,,varied,Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4519/,,,,
839,136,7,University of Tubingen,<a href="https://howtoabroad.com/university-of-tubingen/" title="University of Tübingen" target="_blank" >University of Tübingen</a>",Master's degree,Nanoscience (MSc),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4613/,,,,
